iter	Logloss
119	0.6618763954
120	0.661567896
121	0.6612366503
122	0.6610483131
123	0.6607543593
124	0.6605382343
125	0.6602218548
126	0.6598615537
127	0.6596613459
128	0.6595152945
129	0.6592460988
130	0.6589688606
131	0.6587194656
132	0.6584011943
133	0.6581799509
134	0.6578040587
135	0.6576572687
136	0.6574300379
137	0.6571787622
138	0.6569441061
139	0.6566803259
140	0.6564050115
141	0.6561988893
142	0.6559779297
143	0.6557899138
144	0.6556277113
145	0.655420624
146	0.6550774445
147	0.6548547733
148	0.6547116209
149	0.6543618424
150	0.6542151991
151	0.6538773642
152	0.6536467267
153	0.6534782573
154	0.6531974281
155	0.6529582589
156	0.652814531
157	0.6525424021
158	0.6524092926
159	0.6522052385
160	0.6519931918
161	0.6516635826
162	0.6515004588
163	0.6511601473
164	0.6509367641
165	0.6507326224
166	0.6505812695
167	0.6503640303
168	0.6502065842
169	0.6499032028
170	0.6496591121
171	0.6494500254
172	0.6491288216
173	0.6489731477
174	0.6487870784
175	0.6486582236
176	0.6484326632
177	0.6482427499
178	0.6479949837
179	0.6476980909
180	0.647496985
181	0.6473365973
182	0.6471231986
183	0.6469211567
184	0.6466667358
185	0.646516766
186	0.6462741416
187	0.6460237371
188	0.645796701
189	0.6455490815
190	0.6452818628
191	0.6450014951
192	0.6447354267
193	0.644517259
194	0.6443250414
195	0.6440658248
196	0.6437770187
197	0.6435147241
198	0.6432975853
199	0.6430438832
200	0.6427982887
201	0.642562134
202	0.6424070806
203	0.6422451083
204	0.6420485865
205	0.6417992424
206	0.6415935538
207	0.6413395704
208	0.6410799988
209	0.6408853636
210	0.6406000294
211	0.6403991913
212	0.6402332205
213	0.640014934
214	0.6397440922
215	0.6395375107
216	0.6393578798
217	0.6391132846
218	0.6389190576
219	0.6386657366
220	0.6385013242
221	0.6382734381
222	0.6380593525
223	0.6378726584
224	0.6375841653
225	0.6373578053
226	0.637138536
227	0.6369811557
228	0.6366841647
229	0.6364850141
230	0.6362793918
231	0.6360224681
232	0.6358946402
233	0.6356333056
234	0.635445561
235	0.6352678984
236	0.6350209859
237	0.6347914615
238	0.6346065801
239	0.634373515
240	0.6341271846
241	0.6338654107
242	0.6336660069
243	0.6334147616
244	0.6331302431
245	0.632959062
246	0.6326934272
247	0.6325569656
248	0.6324104119
249	0.6322080341
250	0.6320138972
251	0.6317275188
252	0.6314580461
253	0.631291959
254	0.631099873
255	0.6309374779
256	0.6307279274
257	0.6304941653
258	0.6302890643
259	0.6300034087
260	0.6298232649
261	0.6295538547
262	0.6293044896
263	0.6291586085
264	0.6289499318
265	0.6287486433
266	0.6285812796
267	0.6283802533
268	0.6281615747
269	0.6279188488
270	0.6276474925
271	0.6274871973
272	0.6273437361
273	0.6271270914
274	0.6269162141
275	0.6267123668
276	0.6264200797
277	0.6262107424
278	0.6260169815
279	0.6258063958
280	0.6255751459
281	0.6254622962
282	0.6251996145
283	0.6250458188
284	0.6248001409
285	0.6246739625
286	0.6244792007
287	0.6242693123
288	0.6240938541
289	0.6239216743
290	0.6237123645
291	0.6234206062
292	0.6231294774
293	0.6228835169
294	0.6226524766
295	0.6224459417
296	0.6222890746
297	0.6221119542
298	0.621937424
299	0.6217448653
300	0.6215269716
301	0.6213530036
302	0.6211877482
303	0.620994768
304	0.6207957041
305	0.6206090182
306	0.620419853
307	0.6202721441
308	0.6201307217
309	0.619969683
310	0.6198257871
311	0.619593818
312	0.6192744173
313	0.6191007321
314	0.6189166115
315	0.6186697016
316	0.6184358605
317	0.6182222591
318	0.6179409438
319	0.6176246232
320	0.6174209141
321	0.6172334981
322	0.6171067553
323	0.6168304865
324	0.6166653931
325	0.6164441631
326	0.6161892121
327	0.6160576702
328	0.615808773
329	0.6156751191
330	0.6154535184
331	0.6152228519
332	0.6150191402
333	0.6148188989
334	0.6145996473
335	0.6144523928
336	0.614237149
337	0.6140338023
338	0.6138449595
339	0.6136310273
340	0.6133928982
341	0.6132108719
342	0.6129709779
343	0.6127765634
344	0.6125458831
345	0.6123523628
346	0.6121456387
347	0.6119410734
348	0.6118071023
349	0.6115924359
350	0.6114738394
351	0.6111345498
352	0.6109104924
353	0.61076749
354	0.6105082278
355	0.6103010019
356	0.6100846566
357	0.6099322774
358	0.6097813691
359	0.609563504
360	0.6093761145
361	0.6092871244
362	0.6090886892
363	0.6089137436
364	0.6087214661
365	0.608591408
366	0.6083360164
367	0.6081048589
368	0.6078481602
369	0.6076601009
370	0.6075051845
371	0.6073893578
372	0.6071231217
373	0.6068512376
374	0.6066921914
375	0.6065421854
376	0.6062682094
377	0.6060057719
378	0.6057666448
379	0.6055567435
380	0.6053042455
381	0.6049996353
382	0.6047716822
383	0.6046055263
384	0.6044348341
385	0.6042688262
386	0.6040541878
387	0.6037679895
388	0.6035568273
389	0.6033115333
390	0.6031298455
391	0.6028923293
392	0.6026565675
393	0.6024163458
394	0.6021543688
395	0.6019688579
396	0.6017992756
397	0.6015748367
398	0.601308379
399	0.6010107633
400	0.6007941325
401	0.6005948218
402	0.6003114456
403	0.6001200463
404	0.5999566937
405	0.5997354827
406	0.5995753479
407	0.5993209348
408	0.5989678598
409	0.5987890253
410	0.5984770292
411	0.5982608097
412	0.5980622244
413	0.5978616197
414	0.5976761979
415	0.5974151361
416	0.5972185562
417	0.5970047375
418	0.5968050455
419	0.5966144096
420	0.5963652836
421	0.5962258167
422	0.5959806115
423	0.5957630915
424	0.5955238996
425	0.5952330538
426	0.5949780167
427	0.5947258852
428	0.5944392101
429	0.5941841599
430	0.5939496399
431	0.5937446046
432	0.5935323339
433	0.5933327498
434	0.5931207128
435	0.5929085748
436	0.5927300562
437	0.5925631235
438	0.5923572682
439	0.5921286642
440	0.591816361
441	0.591525933
442	0.5913421783
443	0.59109389
444	0.5908554056
445	0.590665263
446	0.5905264582
447	0.5902981717
448	0.5899747502
449	0.5896564766
450	0.5893614059
451	0.5891812965
452	0.5888498648
453	0.5886216584
454	0.5884116099
455	0.5882472795
456	0.5880243471
457	0.5878592363
458	0.5876529086
459	0.5874020054
460	0.5872303334
461	0.5869861808
462	0.5868121246
463	0.5866286001
464	0.5863701762
465	0.5861393615
466	0.5858724203
467	0.5856698896
468	0.5854437985
469	0.5851778394
470	0.5849335806
471	0.5847809301
472	0.5845455425
473	0.5842504
474	0.5840304315
475	0.5838674754
476	0.5835586631
477	0.5833309398
478	0.5831239284
479	0.5829899005
480	0.5827710096
481	0.5825628419
482	0.582281397
483	0.5820413208
484	0.5818815215
485	0.5816213467
486	0.5813991294
487	0.5811678946
488	0.5809666406
489	0.5807594156
490	0.5805882276
491	0.5804243568
492	0.5801227142
493	0.5799310135
494	0.579615632
495	0.5793404078
496	0.579181268
497	0.5790262601
498	0.5788736217
499	0.5786502821
500	0.5784671655
501	0.5782813011
502	0.5780602451
503	0.5777864791
504	0.5776025699
505	0.5773646968
506	0.5770778259
507	0.5767429315
508	0.5764817715
509	0.576189594
510	0.5760053435
511	0.5757639522
512	0.575509185
513	0.5753530462
514	0.5751526332
515	0.5749933005
516	0.5746569528
517	0.5743570342
518	0.5741567814
519	0.5739202543
520	0.5737297555
521	0.5735282277
522	0.5733550039
523	0.5732168704
524	0.5729367166
525	0.5727294413
526	0.572549913
527	0.572356843
528	0.5721729874
529	0.5719750633
530	0.5717426618
531	0.571490743
532	0.5712705945
533	0.5710674391
534	0.5708191506
535	0.5705314904
536	0.5703283476
537	0.5701041768
538	0.5698636175
539	0.5697009726
540	0.569549644
541	0.569342656
542	0.5690734953
543	0.5688660737
544	0.5686904828
545	0.5684933574
546	0.5683004817
547	0.5681371613
548	0.5679639785
549	0.5677729064
550	0.5675344647
551	0.5672650209
552	0.5670911888
553	0.5669026832
554	0.5667199771
555	0.5664935904
556	0.5662677275
557	0.5660721536
558	0.5658099638
559	0.5656139363
560	0.5654655357
561	0.5652205735
562	0.5649917579
563	0.5648083905
564	0.5645700171
565	0.5644015091
566	0.5642213418
567	0.5639364248
568	0.563591943
569	0.5634125395
570	0.5631544557
571	0.5630138958
572	0.5628495428
573	0.5626355757
574	0.5624336182
575	0.5622913705
576	0.5620808682
577	0.5618059109
578	0.5616618844
579	0.5614065386
580	0.5612498261
581	0.5610350363
582	0.5608884207
583	0.560689282
584	0.5605171305
585	0.56019366
586	0.5599741609
587	0.5598024251
588	0.5596467032
589	0.5594921459
590	0.559228217
591	0.5590430869
592	0.5588729116
593	0.558654688
594	0.5584979893
595	0.5583356602
596	0.5581361116
597	0.5579575059
598	0.557778783
599	0.557566454
600	0.5573673067
601	0.5571597515
602	0.5569423574
603	0.5566758026
604	0.5564752804
605	0.5562625572
606	0.5561208742
607	0.5559549185
608	0.5557391502
609	0.5554325211
610	0.5552265334
611	0.5549435263
612	0.5547042185
613	0.55453092
614	0.5543742301
615	0.5542440662
616	0.5540619973
617	0.5538074699
618	0.5536644786
619	0.5534340394
620	0.5532304271
621	0.5529612156
622	0.5526953716
623	0.5524857326
624	0.5522178664
625	0.5520628627
626	0.5518114736
627	0.5515938978
628	0.5514606915
629	0.5512937311
630	0.5510342319
631	0.5508919713
632	0.5507205709
633	0.5505695255
634	0.5503355388
635	0.5501205845
636	0.5499322796
637	0.5497063305
638	0.5495339103
639	0.5492783828
640	0.5490042474
641	0.5488161068
642	0.5486030006
643	0.5483391221
644	0.5481842984
645	0.5479880808
646	0.5477907076
647	0.5476060922
648	0.5473780123
649	0.5472128522
650	0.5470178825
651	0.5468310421
652	0.5466072177
653	0.5463964866
654	0.5462330251
655	0.5460685896
656	0.5458069364
657	0.5456545941
658	0.5454657098
659	0.54529046
660	0.5450637301
661	0.5449262583
662	0.5447148274
663	0.5445207749
664	0.5443718098
665	0.5440888392
666	0.5438765075
667	0.5437057185
668	0.5434505376
669	0.5432221105
670	0.5430557831
671	0.5429364811
672	0.5427144726
673	0.5424488067
674	0.5423031774
675	0.5420755818
676	0.5418490409
677	0.5416985222
678	0.5414865617
679	0.5413164595
680	0.5411464953
681	0.5408810628
682	0.5406859369
683	0.5405283849
684	0.5402760309
685	0.540088235
686	0.5398958017
687	0.5397627798
688	0.5395614997
689	0.5393617318
690	0.5392265111
691	0.5389546018
692	0.5387210196
693	0.5384961578
694	0.5383583212
695	0.5382122739
696	0.538078636
697	0.5378959031
698	0.5378004988
699	0.5375736761
700	0.5374010774
701	0.5372264779
702	0.5369967338
703	0.5367802616
704	0.5365444928
705	0.536355514
706	0.5361476558
707	0.5360002979
708	0.535764562
709	0.5355633327
710	0.5354263481
711	0.5352400944
712	0.5351165179
713	0.5349306508
714	0.5347727061
715	0.5345036369
716	0.5343565061
717	0.5341851408
718	0.5340702643
719	0.5338319562
720	0.5335836502
721	0.5332704892
722	0.533172284
723	0.5329712319
724	0.5327987847
725	0.5326643502
726	0.5324847634
727	0.5323260251
728	0.5321166681
729	0.5319285457
730	0.5316895965
731	0.5314967861
732	0.5313089082
733	0.5311356446
734	0.5309616342
735	0.5307492444
736	0.5305690457
737	0.5303536618
738	0.5301171716
739	0.5299768936
740	0.5297798396
741	0.5295508077
742	0.5293312585
743	0.5291673998
744	0.5290493517
745	0.5288531621
746	0.528655054
747	0.5284696817
748	0.5282764859
749	0.5280862704
750	0.5279022438
751	0.5276830729
752	0.5274942517
753	0.5272746697
754	0.5270801521
755	0.5268550842
756	0.5266444174
757	0.5264996388
758	0.5263126362
759	0.5261714285
760	0.5260194081
761	0.5258529844
762	0.5256548548
763	0.5254849556
764	0.5252985942
765	0.5250594727
766	0.5248537208
767	0.5247323313
768	0.5245258342
769	0.5243071503
770	0.5241703178
771	0.5239828114
772	0.5237645714
773	0.5234920123
774	0.523325217
775	0.5231043515
776	0.5229925594
777	0.5228655165
778	0.5226319692
779	0.5224511778
780	0.5223316811
781	0.5221689077
782	0.5220092346
783	0.5218132127
784	0.5216810582
785	0.5214556527
786	0.5212247951
787	0.5210440251
788	0.5208008455
789	0.5206181068
790	0.5204330087
791	0.5202997594
792	0.5200687746
793	0.5198502325
794	0.5196794474
795	0.5195353705
796	0.5193446755
797	0.5191006757
798	0.5189003667
799	0.5186471069
800	0.5184741185
801	0.5182740675
802	0.5180991097
803	0.5178868616
804	0.5177556005
805	0.5175621533
806	0.5174430084
807	0.5171789478
808	0.5169676713
809	0.5168116111
810	0.5166433751
811	0.5165275706
812	0.5163760189
813	0.5161973294
814	0.5159971066
815	0.5158530001
816	0.5157234741
817	0.5155307712
818	0.5154201902
819	0.5152007791
820	0.5151178801
821	0.5148985843
822	0.5147556173
823	0.5145837273
824	0.5144432533
825	0.5142692487
826	0.5140757929
827	0.513830299
828	0.513698944
829	0.5135512444
830	0.5133889801
831	0.5132004222
832	0.5130389669
833	0.5128604305
834	0.5127260251
835	0.5125655267
836	0.5124485913
837	0.512259722
838	0.5121304083
839	0.5119552847
840	0.5117570148
841	0.5115599162
842	0.5113618984
843	0.5112272027
844	0.5110528092
845	0.5108470903
846	0.5106505552
847	0.5104314649
848	0.5103002272
849	0.5101407935
850	0.5099964811
851	0.5098184205
852	0.5095800925
853	0.509364257
854	0.5091423447
855	0.5089479654
856	0.5087818368
857	0.5085927983
858	0.5083901162
859	0.5081148636
860	0.5079842048
861	0.5078546208
862	0.5076369835
863	0.5074892418
864	0.5073157888
865	0.507174901
866	0.5070470289
867	0.5068801941
868	0.5067011406
869	0.5065704825
870	0.5063959128
871	0.5062018056
872	0.5059921301
873	0.505830158
874	0.5056785253
875	0.5054668031
876	0.505336001
877	0.505162193
878	0.5050055854
879	0.5047624498
880	0.5046056274
881	0.5044691275
882	0.5042819218
883	0.5041276572
884	0.503925067
885	0.5038013265
886	0.5036288008
887	0.5034318323
888	0.503218703
889	0.5030000223
890	0.5027544848
891	0.5025990219
892	0.5024586923
893	0.5022976111
894	0.502048182
895	0.5018910954
896	0.5016440468
897	0.5015044773
898	0.5012869467
899	0.5011217019
900	0.5010334596
901	0.5008230638
902	0.5006712578
903	0.500554779
904	0.5004051641
905	0.5002441923
906	0.5000706515
907	0.4999474601
908	0.4998107951
909	0.4996669334
910	0.4994812001
911	0.4993089657
912	0.4991575585
913	0.4989630705
914	0.4987410415
915	0.4985299676
916	0.4984095796
917	0.4982346229
918	0.4981329082
919	0.4979615746
920	0.4977616964
921	0.4975542532
922	0.4973535749
923	0.4972547492
924	0.4970450476
925	0.4969116163
926	0.4967081928
927	0.4965632976
928	0.4963868895
929	0.4962629051
930	0.4960936005
931	0.495933849
932	0.4957728394
933	0.4956813373
934	0.4955009125
935	0.4953634708
936	0.4951474562
937	0.4949736598
938	0.494845238
939	0.4946790862
940	0.4944188045
941	0.4941942276
942	0.4940540779
943	0.4938692233
944	0.4937041297
945	0.4935426967
946	0.4933752993
947	0.4932279714
948	0.4930407723
949	0.4928859664
950	0.4927086231
951	0.4925153557
952	0.4923784042
953	0.4921951332
954	0.4919893183
955	0.4917834399
956	0.4916363147
957	0.4914750512
958	0.4913476642
959	0.4911868055
960	0.4910404787
961	0.4909097451
962	0.4907313622
963	0.4905185077
964	0.4903651198
965	0.4901583519
966	0.4899368405
967	0.4897255878
968	0.4895605738
969	0.489380446
970	0.4891583406
971	0.489014241
972	0.4888353571
973	0.4886538802
974	0.488538472
975	0.4883917553
976	0.4882683013
977	0.4881632428
978	0.4879607517
979	0.4878038003
980	0.4875887768
981	0.4874286762
982	0.4872518672
983	0.4870616932
984	0.4868886454
985	0.4867483311
986	0.4865733889
987	0.4863650262
988	0.4862058279
989	0.4859945629
990	0.4858425122
991	0.4857258626
992	0.4856045572
993	0.4854007117
994	0.4852756281
995	0.4851895221
996	0.4850121316
997	0.4848493956
998	0.4846714625
999	0.4845383259
